eventid,iyear,imonth,iday,extended,country_txt,region_txt,provstate,city,latitude,longitude,specificity,vicinity,summary,success,suicide,attacktype1_txt,targtype1_txt,gname,motive,individual,nperps,nperpcap,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
1.97008E+11,1970,8,10,0,United States,North America,Oregon,Portland,45.511795,-122.675629,1,0,"8/10/1970: Four members of the White Panthers Party threw three firebombs through the windows of Oregon's Selective Service Headquarters in Portland, United States.  There were no casualties but the resulting fire caused around $1,000 of damage to furniture within two offices.",1,0,Facility/Infrastructure Attack,Government (General),White Panther Party,Protest and sabotage the draft,0,4,4,Incendiary,0,0,0,0,0,0
1.97008E+11,1970,8,11,0,United Kingdom,Western Europe,Northern Ireland,Crossmaglen,54.077313,-6.608787,1,0,,1,0,Bombing/Explosion,Police,Irish Republican Army (IRA),,0,,,Explosives,2,,,,,
1.97008E+11,1970,8,12,0,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,1,0,,1,0,Bombing/Explosion,Police,Unknown,,0,,,Explosives,,,,,,
1.97008E+11,1970,8,14,0,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,1,0,,1,0,Bombing/Explosion,Police,Unknown,,0,,,Explosives,,,,,,
1.97008E+11,1970,8,15,0,United States,North America,Mississippi,West Point,33.60651,-88.650419,1,0,"8/15/1970: John Thomas was shot to death in his car in West Point, Mississippi, United States.  Thomas was a civil rights activist who previously led the campaign of a Black mayoral candidate.  The shooter, Seth Stanley, a White male, was found not guilty by means of self defense by an all-White jury.",1,0,Assassination,Private Citizens & Property,White supremacists/nationalists,,0,-99,0,Firearms,1,1,0,0,0,0
1.97008E+11,1970,8,17,0,United States,North America,Nebraska,Omaha,41.260675,-95.940469,1,0,,1,0,Bombing/Explosion,Private Citizens & Property,Black Panthers,,0,,,Explosives,1,,,7,,
1.97008E+11,1970,8,17,0,United States,North America,Minnesota,Minneapolis,44.964985,-93.260193,1,0,"8/17/1970: Unknown perpetrators placed twenty sticks of dynamite in an a federal office building housing the Armed Forces Examination Center in Minneapolis, Minnesota, United States.  The resulting explosion knocked a night watchman unconscious and caused an estimated $500,000 in damage to the building.  Windows were shattered at buildings within a one block radius of the explosion.",1,0,Bombing/Explosion,Military,Left-Wing Militants,Protest and sabotage the draft and the US Army,0,-99,-99,Explosives,0,0,0,1,1,0
1.97008E+11,1970,8,18,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,"8/18/1970: Members of the Jewish Defense League failed in their attempts to firebomb a Black Community Center in Brooklyn, New York, United States.  This incident occurred a month after the Crown Heights Jewish Community Council in Brooklyn was firebombed by suspected African American militants.",0,0,Facility/Infrastructure Attack,NGO,Jewish Defense League (JDL),Revenge for the firebombing of a Jewish Community Center in Brooklyn,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97008E+11,1970,8,19,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,0,,1,0,Hostage Taking (Kidnapping),Government (General),Tupamaros (Uruguay),,0,5,,Unknown,0,,,0,,
1.97008E+11,1970,8,20,0,United States,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Revolutionary Action Party,,0,,,Explosives,0,,,0,,
1.97008E+11,1970,8,20,0,United States,North America,Maryland,Reisterstown,39.464791,-76.829198,1,0,"8/20/1970: Stuart W. Baker Jr. and John Jefferson Rimes firebombed a Selective Service Office located in a Masonic Temple in Reisterstown, Maryland, United States.  There were no casualties but seven thousand draft records were destroyed or damaged and $300 worth of office equipment was also destroyed.",1,0,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,Protest and sabotage the draft,0,2,2,Incendiary,0,0,0,0,0,0
1.97008E+11,1970,8,20,0,United States,North America,California,Berkeley,37.874043,-122.280022,1,0,"8/20/1970: Police Officer Ronald T. Tsukamoto was shot and killed by an unknown perpetrator in Berkeley, California, United States.  While writing a ticket for a motorcyclist, a man walked up to Officer Tsukamoto and shot him  twice with a revolver.  The perpetrator immediately jumped in a car driven by an African American male and sped away.",1,0,Armed Assault,Police,Black Nationalists,To kill police,0,-99,-99,Firearms,1,1,0,0,0,0
1.97008E+11,1970,8,21,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,0,,1,0,Hostage Taking (Barricade Incident),Telecommunication,Tupamaros (Uruguay),,0,6,,Firearms,0,,,0,,
1.97008E+11,1970,8,21,0,United States,North America,Oregon,Eugene,44.04483,-123.072606,1,0,"8/21/1970: Unknown perpetrators placed a timed firebomb in the hallway of Emerald Hall at the University Oregon in Eugene, United States.  After the firebomb ignited, the sprinkler system of the building immediately put out the blaze.  However, the building sustained around $2,750 in damages caused mainly by the water from the sprinkler system.",1,0,Facility/Infrastructure Attack,Educational Institution,Student Radicals,,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97008E+11,1970,8,22,0,United States,North America,Minnesota,St. Paul,44.943829,-93.093326,1,0,"8/22/1970: Gary Hogan, a suspected member of the Black Panthers Party, placed two time bombs in Dayton's Department Store in St. Paul, Minnesota, United States.  The first bomb detonated severely injuring one woman and causing damages to the restroom.  The second bomb, ten times more powerful that the first, was discovered and disarmed outside of the restroom by police.  It is believed that the second bomb was intended to kill police officers responding to the scene of the first bomb.",0,0,Bombing/Explosion,Police,Black Panthers,To kill police,0,1,1,Explosives,0,0,0,1,1,0
1.97008E+11,1970,8,22,0,United States,North America,Maryland,Baltimore,39.308342,-76.616104,1,0,"8/22/1970: Unknown perpetrators firebombed a National Guard truck stationed at an armory in Baltimore, Maryland, United States.  There were no casualties and it is unknown if there were any damages.",1,0,Facility/Infrastructure Attack,Military,Left-Wing Militants,Protest the national guard and the US military,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97008E+11,1970,8,24,0,United States,North America,Wisconsin,Madison,43.07295,-89.386694,1,0,,1,0,Bombing/Explosion,Military,New Year's Gang,,0,,,Explosives,1,,,4,,
1.97008E+11,1970,8,25,0,Mexico,North America,Federal,Mexico city,19.371887,-99.086624,1,0,,1,0,Hostage Taking (Kidnapping),Government (Diplomatic),Unknown,,0,6,,Unknown,0,,,0,,
1.97008E+11,1970,8,25,0,United States,North America,Massachusetts,Burlington,42.505832,-71.19376,1,0,"8/25/1970: Unknown revolutionary leftists tossed a Molotov cocktail into the Police Headquarters in Burlington, Massachusetts, United States.  The only Police Officer on duty, Ronald I. Glejzer, escaped without injury however the building was destroyed.",1,0,Facility/Infrastructure Attack,Police,Left-Wing Militants,Offensive against police,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97008E+11,1970,8,27,0,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,,,,,,
1.97008E+11,1970,8,27,0,United States,North America,Massachusetts,Cambridge,42.377003,-71.11666,1,0,"8/27/1970: Unknown perpetrators placed an incendiary device connected to a detonator on the window ledge of a kitchen within the John F. Kennedy School of Government at Harvard University in Cambridge, Massachusetts, United States.  The device was discovered and subsequently disarmed.",0,0,Facility/Infrastructure Attack,Educational Institution,Student Radicals,,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97008E+11,1970,8,28,0,United States,North America,North Carolina,Rocky Mount,35.948199,-77.795207,1,0,"8/28/1970: Two explosive charges were set off at the G. W. Bullick School in Rocky Mount, North Carolina, United States.  The school was scheduled to be integrated.  There were no casualties in the attack and the school sustained minor damage.",1,0,Bombing/Explosion,Educational Institution,White supremacists/nationalists,To prevent the school from desegregating.,0,-99,-99,Explosives,0,0,0,0,0,0
1.97008E+11,1970,8,28,0,United States,North America,California,Walnut Creek,37.90118,-122.061628,1,0,"8/28/1970: Unknown perpetrators firebombed the National Guard Armory in Walnut Creek, California, United States.  There were no casualties and it is unknown if the armory was damaged.",1,0,Facility/Infrastructure Attack,Military,Left-Wing Militants,To protest and sabotage the National Guard,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97008E+11,1970,8,29,0,United States,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Revolutionary Action Party,,0,,,Explosives,0,,,0,,
1.97008E+11,1970,8,29,0,United States,North America,California,Berkeley,37.874043,-122.280022,1,0,,1,0,Facility/Infrastructure Attack,Business,Unknown,,0,,,Incendiary,0,,,0,,
1.97008E+11,1970,8,29,0,United States,North America,California,Walnut Creek,37.90118,-122.061628,1,0,"8/28/1970: Unknown perpetrators firebombed a municipal court building in Walnut Creek, California, United States.  There were no casualties and it is unknown if the building was damaged.",1,0,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97008E+11,1970,8,29,0,United States,North America,California,Santa Fe Springs,33.946154,-118.082952,1,0,"8/29/1970:  Unknown perpetrators placed a bomb in front of the California Highway Patrol office in Santa Fe Springs, California, United States.  The bomb was discovered and subsequently disarmed.",0,0,Bombing/Explosion,Government (General),Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97008E+11,1970,8,30,0,United States,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Revolutionary Action Party,,0,,,Explosives,0,,,0,,
1.97008E+11,1970,8,30,0,United States,North America,Georgia,Athens,33.948005,-83.377322,1,0,"8/30/1970: Unknown perpetrators threw a Molotov cocktail through the window of the R.O.T.C. building at the University of Georgia in Athens, United States.  The resulting fire was put out almost immediately by the sprinkler system, however, one classroom sustained minor water damage.",0,0,Facility/Infrastructure Attack,Educational Institution,Student Radicals,To protest the R.O.T.C. program and the war in Vietnam,0,-99,-99,Incendiary,0,0,0,0,0,0
1.97008E+11,1970,8,31,0,Turkey,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,0,,1,0,Bombing/Explosion,Military,Turkish People's Liberation Army,,0,,,Explosives,0,,,0,,
1.97009E+11,1970,9,0,1,Jordan,Middle East & North Africa,Amman,Amman,31.950001,35.933331,1,0,,1,0,Hostage Taking (Kidnapping),Military,Palestinians,,0,,,Unknown,0,,,0,,
1.97009E+11,1970,9,0,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,0,,1,0,Facility/Infrastructure Attack,Business,Tupamaros (Uruguay),,0,4,,Incendiary,2,,2,0,,
1.97009E+11,1970,9,1,0,United States,North America,Pennsylvania,Philadelphia,40.008171,-75.13549,1,0,,1,0,Armed Assault,Business,"Weather Underground, Weathermen",,0,,,Firearms,0,,,0,,
1.97009E+11,1970,9,2,0,Greece,Western Europe,Attica,Athens,37.99749,23.762728,1,0,,1,0,Bombing/Explosion,Government (Diplomatic),Unknown,,0,2,,Explosives,2,,2,0,,
1.97009E+11,1970,9,2,0,United States,North America,California,San Francisco,37.755363,-122.443352,1,0,"9/2/1970: Unknown perpetrators, stationed in a car, threw a bomb into an unoccupied police vehicle that was located in a predominantly African American neighborhood in San Francisco, California, United States.  There were no casualties but the car was extensively damaged.",1,0,Bombing/Explosion,Police,Black Nationalists,Offensive against police,0,-99,-99,Explosives,0,0,0,0,0,0
1.97009E+11,1970,9,2,0,United States,North America,California,Milpitas,37.432805,-121.897259,1,0,"9/2/1970: In a series of two incidents that were possibly part of a multiple attack, unknown perpetrators detonated a bomb at the Ford Motor Company's plant in Milpitas, California, United States.  There were no casualties but windows in the front lobby were shattered.",1,0,Bombing/Explosion,Business,Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97009E+11,1970,9,3,0,United States,North America,California,Fremont,37.548148,-121.988566,1,0,"9/3/1970: In a series of two incidents that were possibly part of a multiple attack, unknown perpetrator detonated a bomb at the General Motors Company's plant in Fremont, California, United States.  There were no casualties but a total of twenty-seven windows were shattered.",0,0,Bombing/Explosion,Business,Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97009E+11,1970,9,3,0,United States,North America,Tennessee,Memphis,35.14968,-90.048929,1,0,"9/3/1970: Unknown perpetrators placed three large homemade bombs near the statue of Edward Hull Crump at Overton Park in Memphis, Tennessee, United States.  The bombs were discovered and subsequently removed by the police.",1,0,Bombing/Explosion,Private Citizens & Property,Unknown,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97009E+11,1970,9,4,0,United States,North America,Minnesota,St. Paul,44.943829,-93.093326,1,0,,1,0,Bombing/Explosion,Business,Unknown,,0,,,Explosives,0,,,0,,
1.97009E+11,1970,9,4,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,0,,1,0,Assassination,Government (General),Tupamaros (Uruguay),,0,4,,Explosives,0,,,0,,
1.97009E+11,1970,9,4,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,0,0,Bombing/Explosion,Terrorists/Non-State Militia,Irish Republican Army (IRA),,0,,,Explosives,1,,1,,,
1.97009E+11,1970,9,4,0,United States,North America,Wisconsin,Milwaukee,43.064388,-87.966202,1,0,"9/4/1970: Suspected revolutionary leftists attempted to bomb the Lakeside Laboratories in Milwaukee, Wisconsin, United States.  The main charge of the bomb failed to detonate.  This incident was believed to be linked to the many bombings in the Milwaukee area during this time period.",0,0,Bombing/Explosion,Business,Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
1.97009E+11,1970,9,4,0,United States,North America,California,Santa Ana,33.745573,-117.867834,1,0,"9/4/1970: Unknown perpetrators threw a bomb at the Orange County Courthouse in Santa Ana, California, United States.  The device failed to explode.",0,0,Bombing/Explosion,Government (General),Left-Wing Militants,,0,-99,-99,Explosives,0,0,0,0,0,0
